epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,730.747,0.6374,0.41456,1.12156,0.32712,0.28778,0.30417,0.24517,1.35706,2.85996,1.48422,0.000340254,0.000340254,0.000340254
154,734.487,0.67777,0.42244,1.10355,0.33333,0.28943,0.30716,0.25058,1.32135,2.81919,1.45326,0.000334402,0.000334402,0.000334402
155,739.512,0.66181,0.41029,1.1151,0.32713,0.28415,0.3079,0.25258,1.30508,2.80029,1.4409,0.000328576,0.000328576,0.000328576
156,746.518,0.62955,0.38849,1.09445,0.32855,0.28415,0.30924,0.25481,1.28273,2.77227,1.42062,0.000322778,0.000322778,0.000322778
157,753.388,0.68792,0.40794,1.11657,0.33064,0.28415,0.30953,0.25513,1.28249,2.77322,1.41885,0.000317009,0.000317009,0.000317009
158,762.777,0.73144,0.43446,1.14658,0.32713,0.28827,0.31036,0.25371,1.32798,2.7696,1.44105,0.00031127,0.00031127,0.00031127
159,770.869,0.63868,0.37942,1.08901,0.32713,0.28828,0.31027,0.25257,1.36301,2.80092,1.48063,0.000305561,0.000305561,0.000305561
160,776.616,0.70932,0.39549,1.1554,0.32881,0.28415,0.31002,0.24264,1.40475,2.8376,1.51701,0.000299884,0.000299884,0.000299884
161,782.297,0.7177,0.42453,1.12513,0.33045,0.28415,0.3102,0.24191,1.43191,2.84247,1.52829,0.000294239,0.000294239,0.000294239
162,786.747,0.60047,0.38541,1.1075,0.32717,0.29031,0.31107,0.24272,1.41912,2.81405,1.51221,0.000288628,0.000288628,0.000288628
163,790.384,0.66643,0.41105,1.1372,0.33281,0.28962,0.31097,0.24414,1.40871,2.8115,1.50706,0.00028305,0.00028305,0.00028305
164,794.066,0.62372,0.40368,1.09866,0.3319,0.28962,0.31152,0.24639,1.39311,2.83763,1.51799,0.000277508,0.000277508,0.000277508
165,798.625,0.67401,0.41607,1.10838,0.33199,0.28962,0.31264,0.24884,1.39655,2.83646,1.53376,0.000272002,0.000272002,0.000272002
166,802.714,0.60537,0.40252,1.09687,0.33159,0.28962,0.31337,0.25016,1.3905,2.79254,1.52872,0.000266532,0.000266532,0.000266532
167,807.581,0.67808,0.41064,1.11377,0.33132,0.28962,0.31309,0.24893,1.4044,2.77387,1.53352,0.0002611,0.0002611,0.0002611
168,811.763,0.702,0.45253,1.12174,0.33091,0.28962,0.31171,0.24376,1.45723,2.79602,1.54549,0.000255707,0.000255707,0.000255707
169,816.425,0.6658,0.42469,1.09992,0.33104,0.28962,0.31149,0.24255,1.47332,2.77254,1.54662,0.000250352,0.000250352,0.000250352
170,820.016,0.60046,0.37074,1.07256,0.3314,0.28962,0.31155,0.24326,1.46776,2.7443,1.54299,0.000245039,0.000245039,0.000245039
171,823.417,0.71767,0.42738,1.13716,0.33123,0.28962,0.31198,0.24701,1.45979,2.72994,1.5417,0.000239766,0.000239766,0.000239766
172,827.176,0.63805,0.3573,1.07792,0.33154,0.28962,0.31213,0.24718,1.45567,2.71521,1.53656,0.000234535,0.000234535,0.000234535
173,832.567,0.6349,0.39095,1.10786,0.33333,0.28933,0.31212,0.24842,1.46715,2.72723,1.54423,0.000229347,0.000229347,0.000229347
174,836.091,0.61683,0.37778,1.1116,0.32714,0.28855,0.31073,0.24284,1.51347,2.75125,1.57764,0.000224202,0.000224202,0.000224202
175,839.612,0.62947,0.38271,1.08055,0.3309,0.28415,0.30737,0.24064,1.56252,2.79553,1.60555,0.000219102,0.000219102,0.000219102
176,843.627,0.62646,0.35941,1.0718,0.33104,0.28415,0.3041,0.2382,1.58852,2.86856,1.61403,0.000214046,0.000214046,0.000214046
177,848.72,0.64594,0.3954,1.11641,0.33161,0.28415,0.30314,0.24066,1.56543,2.89431,1.59738,0.000209037,0.000209037,0.000209037
178,852.311,0.63281,0.39479,1.09596,0.33149,0.28415,0.3022,0.24539,1.50432,2.91982,1.54977,0.000204075,0.000204075,0.000204075
179,855.801,0.62274,0.36132,1.07579,0.33138,0.28415,0.30256,0.24659,1.46824,2.90604,1.52443,0.000199159,0.000199159,0.000199159
